firm_id,firm_name,nation_name,latitude,longitude,is_top_supplier,is_oem,tier_depth,product_catalog_common,Certifications
8525788,Firm_0098,China,23.460543,116.75546,False,False,1,Headlamp; Turn signal lamp; Optical reflector; Various lamps,ISO9001
6678275,Firm_0185,China,29.637049,106.4135,False,False,1,Crankshaft; Connecting rod; Camshaft; Shaft; Transmission gear,IATF16949 (Formerly ISO/TS16949)
6557742,Firm_0109,China,27.821201,120.693825,False,False,1,Gasket; Oil seal,ISO9001
1232929,Firm_0243,India,28.366686,76.91885,False,False,2,Shock absorber; Coil spring; CNC machined part; Aluminum die cast part,"IATF16949 (Formerly ISO/TS16949), ISO14001, ISO9001"
4831565,Firm_0146,China,24.603312,118.10505,False,False,1,Seal; O-ring; Gasket; Bush; Vibration / Acoustic insulator,"IATF16949 (Formerly ISO/TS16949), ISO9002, QS9000"
7224135,Firm_0198,India,30.846571,75.93955,False,False,4,Rear axle shaft; Cold forged part; Shaft,"IATF16949 (Formerly ISO/TS16949), ISO14001"
5264211,Firm_0085,India,27.203545,78.08088,False,False,4,Cylinder block; Piston; Piston ring; Connecting rod; Synchronizer ring,ISO9001
8163749,Firm_0233,India,18.63198,73.83423,False,False,4,Differential case; Transmission case; Flywheel; Fastener,"IATF16949 (Formerly ISO/TS16949), ISO9001"
9910587,Firm_0232,India,28.464912,77.311356,False,False,4,Bush; Valve; Various casting; Gear,IATF16949 (Formerly ISO/TS16949)
7007925,Firm_0208,China,29.499542,106.37715,False,False,1,Camshaft,"IATF16949 (Formerly ISO/TS16949), ISO9001"
9310371,Firm_0141,China,31.71144,119.84075,False,False,1,Bearing; One-way clutch; Fastener,"IATF16949 (Formerly ISO/TS16949), ISO14001, ISO9001"
6859662,Firm_0315,India,19.834543,75.24281,False,False,3,Heat treatment fixture,
5404649,Firm_0206,China,29.470295,106.23546,False,False,1,Drive motor housing; Differential case; Shift fork; Spring,IATF16949 (Formerly ISO/TS16949)
1745697,Firm_0171,China,31.641562,120.54437,False,False,1,Speedometer; Various sensors; Instrument cluster,ISO9001
7705241,Firm_0002,China,30.557121,117.054596,False,False,1,Piston ring,"IATF16949 (Formerly ISO/TS16949), ISO14001, ISO9001"
7947017,Firm_0113,China,30.007153,121.13031,False,False,1,Relay; Horn; Voltage regulator,IATF16949 (Formerly ISO/TS16949)
2286399,Firm_0205,China,29.568008,106.4185,False,False,1,Brake pipe; Hose; Fuel line; Joint,IATF16949 (Formerly ISO/TS16949)
2381320,Firm_0046,China,35.592315,117.036994,False,False,1,Piston,"IATF16949 (Formerly ISO/TS16949), ISO9001, QS9000"
1129814,Firm_0259,India,28.358574,77.314354,False,False,4,Connecting rod; Crankshaft; Gear; Shaft; Valve; Fastener,ISO9001
5626901,Firm_0270,India,30.87597,75.94922,False,False,4,Heat treatment fixture; Various casting,ISO9001
3399259,Firm_0183,China,30.37676,120.00395,False,False,1,Clutch disc; Brake pad,"IATF16949 (Formerly ISO/TS16949), ISO9001, ISO9002"
8624593,Firm_0051,China,29.401213,106.33139,False,False,1,Valve spring; Spring,IATF16949 (Formerly ISO/TS16949)
1563125,Firm_0097,China,22.246059,112.599646,False,False,1,Chain sprocket; Brake shoe; Control cable; Motorcycle foot peg,
2379105,Firm_0253,India,12.976554,80.08666,False,False,2,Engine mount bracket; Transmission case,"IATF16949 (Formerly ISO/TS16949), ISO9001"
2916291,Firm_0103,China,34.346016,117.972916,False,False,1,Drive motor; Lithium-ion battery / Lithium-ion battery pack; Integrated electric drive system,
1745231,Firm_0214,China,29.683453,106.780304,False,False,1,Camshaft,"IATF16949 (Formerly ISO/TS16949), ISO9001"
7960384,Firm_0154,India,12.933123,79.9196,False,False,1,Seat cushion; Seat; Vibration / Acoustic insulator,"IATF16949 (Formerly ISO/TS16949), ISO14001"
3406578,Firm_0292,India,12.724472,77.86468,False,False,2,CNC machined part; Sheet metal part; Pipe,"IATF16949 (Formerly ISO/TS16949), ISO9001"
7839793,Firm_0396,India,28.21223,76.78446,False,False,4,Crankshaft; Connecting rod; Gear; Shaft,"IATF16949 (Formerly ISO/TS16949), ISO14001, ISO9001"
4127677,Firm_0124,Taiwan,24.888496,121.21108,False,False,1,Various sensors; Voltage regulator; Ignition coil; Relay; Horn,"ISO14001, ISO9001, QS9000"
3020912,Firm_0123,China,29.674997,106.29599,False,False,1,Instrument cluster; Speedometer,ISO9001
2170980,Firm_0041,China,22.602421,113.088231,False,False,1,Exhaust pipe; Fuel tank; Motorcycle frame assembly,
4585183,Firm_0018,India,18.925388,72.82122,True,False,3,Ring gear; Transmission gear; Shaft; Differential gear; Crown gear; Flywheel; Differential case,"IATF16949 (Formerly ISO/TS16949), ISO14001"
2109335,Firm_0065,China,32.31318,118.81021,False,False,1,Engine ECU; Fuel injector; Ignition coil,ISO9001
3418175,Firm_0257,India,28.42586,77.54792,False,False,2,Die casting mold; Heat treatment fixture,
6705113,Firm_0089,China,31.938955,118.91601,False,False,1,Carburetor; Fuel injector; Fuel filter,"IATF16949 (Formerly ISO/TS16949), ISO14001"
4404667,Firm_0311,India,19.851639,75.20743,False,False,3,Gear; Differential gear; Shaft; Final drive gear; One-way clutch,ISO9001
9004520,Firm_0316,India,19.842955,75.233315,False,False,3,Transmission gear; Shaft; Sheet metal part; CNC machined part,ISO9001
5166889,Firm_0019,India,30.854319,75.93104,False,False,4,Crankshaft; Differential case; Connecting rod; Suspension system,"IATF16949 (Formerly ISO/TS16949), ISO14001, ISO9001"
9171296,Firm_0194,India,28.330843,77.350204,False,False,4,Clutch disc; Clutch cover; Clutch release bearing; Flywheel; Brake lining,"IATF16949 (Formerly ISO/TS16949), ISO14001, ISO9001"
6528072,Firm_0219,China,29.55789,106.21525,False,False,1,Crankshaft; Camshaft; Cylinder block; Shaft,ISO9001
7892767,Firm_0225,India,28.382126,77.30296,False,False,4,Bearing; Bush,ISO9001
3066640,Firm_0287,India,30.884562,75.89783,False,False,4,Steel bar; Spring; Tire,IATF16949 (Formerly ISO/TS16949)
9619867,Firm_0279,India,28.349707,77.302216,False,False,4,Special purpose machine,
2837675,Firm_0262,India,18.786362,74.293015,False,False,3,Connecting rod; Crankshaft; Shaft; Shift fork,"IATF16949 (Formerly ISO/TS16949), ISO9001"
5450899,Firm_0294,India,28.336205,77.306595,False,False,4,Shaft; Synchronizer ring; Gear; Bearing; Chain sprocket,"IATF16949 (Formerly ISO/TS16949), ISO9001"
2372532,Firm_0110,China,28.13593,121.231804,False,False,1,Brake master cylinder; Brake caliper; Brake disc; ABS,"IATF16949 (Formerly ISO/TS16949), ISO9001"
6423831,Firm_0052,India,28.330774,77.32593,False,False,4,Exhaust manifold; Flywheel; Transmission case; Shaft,"IATF16949 (Formerly ISO/TS16949), ISO14001, ISO9001, QS9000"
4348319,Firm_0120,China,29.563814,106.2181,False,False,1,Manual transmission; Transmission gear; Shaft; Transmission case; Cylinder block,"IATF16949 (Formerly ISO/TS16949), ISO9001"
2223173,Firm_0176,China,29.479336,106.65382,False,False,1,Ignition coil; Voltage regulator; Relay; Starter motor,ISO9001
9116605,Firm_0169,China,29.62536,106.64597,False,False,1,Oil pump; Brake booster; Valve; Alternator; Vacuum pump; Transmission case,"IATF16949 (Formerly ISO/TS16949), ISO9001"
8909263,Firm_0307,India,19.109608,72.88657,False,False,2,Shaft; Gear; CNC machined part; Fastener; Bush,
7049846,Firm_0305,India,19.090153,73.01782,False,False,4,Crankshaft; Connecting rod; Gear; Fastener; Cold forged part,
1647183,Firm_0121,China,30.327717,107.33339,False,False,1,Road wheel,IATF16949 (Formerly ISO/TS16949)
2161326,Firm_0212,China,29.56301,106.55156,False,False,1,Cylinder block; Transmission case; Crankcase,
6766759,Firm_0122,China,29.722454,106.62912,False,False,1,Shaft; Gear; Bearing; Intake valve,ISO9001
6650427,Firm_0280,India,19.840914,75.205734,False,False,3,Sheet metal part; Fastener; Terminal,ISO9001
6289784,Firm_0236,China,29.309563,106.401276,False,False,1,Motorcycle frame assembly; Sheet metal part; Body reinforcement parts,
8606597,Firm_0399,,,,,True,0,,
